id,dut,categories,test,description,inputs,result,messages
281,s1-leaf2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.6) - Destination: s1-brdr2 Loopback0 (IP: 192.0.255.10),PASS,
282,s1-leaf2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.6) - Destination: s1-core1 Loopback0 (IP: 192.168.250.1),PASS,
283,s1-leaf2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.6) - Destination: s1-core2 Loopback0 (IP: 192.168.250.2),PASS,
284,s1-leaf2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.6) - Destination: s1-leaf1 Loopback0 (IP: 192.0.255.5),PASS,
285,s1-leaf2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.6) - Destination: s1-leaf2 Loopback0 (IP: 192.0.255.6),PASS,
286,s1-leaf2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.6) - Destination: s1-leaf3 Loopback0 (IP: 192.0.255.7),PASS,
287,s1-leaf2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.6) - Destination: s1-leaf4 Loopback0 (IP: 192.0.255.8),PASS,
288,s1-leaf2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.6) - Destination: s1-spine1 Loopback0 (IP: 192.0.255.1),PASS,
289,s1-leaf2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.6) - Destination: s1-spine2 Loopback0 (IP: 192.0.255.2),PASS,
290,s1-leaf2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.6) - Destination: s2-brdr1 Loopback0 (IP: 192.2.255.9),PASS,
291,s1-leaf2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.6) - Destination: s2-brdr2 Loopback0 (IP: 192.2.255.10),PASS,
292,s1-leaf2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.6) - Destination: s2-core1 Loopback0 (IP: 192.168.250.3),PASS,
293,s1-leaf2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.6) - Destination: s2-core2 Loopback0 (IP: 192.168.250.4),PASS,
294,s1-leaf2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.6) - Destination: s2-leaf1 Loopback0 (IP: 192.2.255.5),PASS,
295,s1-leaf2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.6) - Destination: s2-leaf2 Loopback0 (IP: 192.2.255.6),PASS,
296,s1-leaf2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.6) - Destination: s2-leaf3 Loopback0 (IP: 192.2.255.7),PASS,
297,s1-leaf2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.6) - Destination: s2-leaf4 Loopback0 (IP: 192.2.255.8),PASS,
298,s1-leaf2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.6) - Destination: s2-spine1 Loopback0 (IP: 192.2.255.1),PASS,
299,s1-leaf2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.6) - Destination: s2-spine2 Loopback0 (IP: 192.2.255.2),PASS,
300,s1-leaf2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet2 (IP: 172.30.255.13) - Destination: s1-spine1 Ethernet3 (IP: 172.30.255.12),PASS,
301,s1-leaf2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet3 (IP: 172.30.255.15) - Destination: s1-spine2 Ethernet3 (IP: 172.30.255.14),PASS,
302,s1-leaf2,Hardware,VerifyEnvironmentCooling,Verifies the status of power supply fans and all fan trays.,Accepted States: 'ok',SKIPPED,VerifyEnvironmentCooling test is not supported on cEOSLab.
303,s1-leaf2,Hardware,VerifyEnvironmentPower,Verifies the power supplies status.,Accepted States: 'ok',SKIPPED,VerifyEnvironmentPower test is not supported on cEOSLab.
304,s1-leaf2,Hardware,VerifyTemperature,Verifies the device temperature.,,SKIPPED,VerifyTemperature test is not supported on cEOSLab.
305,s1-leaf2,Hardware,VerifyTransceiversManufacturers,Verifies if all transceivers come from approved manufacturers.,"Accepted Manufacturers: 'Arista Networks', 'Arastra, Inc.', 'Not Present'",SKIPPED,VerifyTransceiversManufacturers test is not supported on cEOSLab.
306,s1-leaf2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet1 - MLAG_PEER_s1-leaf1_Ethernet1 = 'up',PASS,
307,s1-leaf2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet2 - P2P_LINK_TO_S1-SPINE1_Ethernet3 = 'up',PASS,
308,s1-leaf2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet3 - P2P_LINK_TO_S1-SPINE2_Ethernet3 = 'up',PASS,
309,s1-leaf2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet4 - Routed_Interface_4 int_routed_host = 'up',PASS,
310,s1-leaf2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet6 - MLAG_PEER_s1-leaf1_Ethernet6 = 'up',PASS,
311,s1-leaf2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback0 - EVPN_Overlay_Peering = 'up',PASS,
312,s1-leaf2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback1 - VTEP_VXLAN_Tunnel_Source = 'up',PASS,
313,s1-leaf2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback100 - bluevrf_VTEP_DIAGNOSTICS = 'up',PASS,
314,s1-leaf2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Port-Channel1 - MLAG_PEER_s1-leaf1_Po1 = 'up',PASS,
315,s1-leaf2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan110 - bluevrf_OP_Zone_1 = 'up',PASS,
316,s1-leaf2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan3009 - MLAG_PEER_L3_iBGP: vrf bluevrf = 'up',PASS,
317,s1-leaf2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan4093 - MLAG_PEER_L3_PEERING = 'up',PASS,
318,s1-leaf2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan4094 - MLAG_PEER = 'up',PASS,
319,s1-leaf2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vxlan1 = 'up',PASS,
320,s1-leaf2,MLAG,VerifyMlagStatus,Verifies the health status of the MLAG configuration.,,PASS,
321,s1-leaf2,Routing,VerifyRoutingProtocolModel,Verifies the configured routing protocol model.,Routing protocol model: multi-agent,PASS,
322,s1-leaf2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.5 - Peer: s1-leaf1,PASS,
323,s1-leaf2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.7 - Peer: s1-leaf3,PASS,
324,s1-leaf2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.9 - Peer: s1-brdr1,PASS,
325,s1-leaf2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.1 - Peer: s1-spine1,PASS,
326,s1-leaf2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.10 - Peer: s1-brdr2,PASS,
327,s1-leaf2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.2 - Peer: s1-spine2,PASS,
328,s1-leaf2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.5 - Peer: s1-leaf1,PASS,
329,s1-leaf2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.6 - Peer: s1-leaf2,PASS,
330,s1-leaf2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.7 - Peer: s1-leaf3,PASS,
331,s1-leaf2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.8 - Peer: s1-leaf4,PASS,
332,s1-leaf2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.9 - Peer: s1-brdr1,PASS,
333,s1-leaf2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.1 - Peer: s1-core1,PASS,
334,s1-leaf2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.2 - Peer: s1-core2,PASS,
335,s1-leaf2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.3 - Peer: s2-core1,PASS,
336,s1-leaf2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.4 - Peer: s2-core2,PASS,
337,s1-leaf2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.5 - Peer: s2-leaf1,PASS,
338,s1-leaf2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.7 - Peer: s2-leaf3,PASS,
339,s1-leaf2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.9 - Peer: s2-brdr1,PASS,
340,s1-leaf2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.1 - Peer: s2-spine1,PASS,
341,s1-leaf2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.10 - Peer: s2-brdr2,PASS,
342,s1-leaf2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.2 - Peer: s2-spine2,PASS,
343,s1-leaf2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.5 - Peer: s2-leaf1,PASS,
344,s1-leaf2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.6 - Peer: s2-leaf2,PASS,
345,s1-leaf2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.7 - Peer: s2-leaf3,PASS,
346,s1-leaf2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.8 - Peer: s2-leaf4,PASS,
347,s1-leaf2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.9 - Peer: s2-brdr1,PASS,
348,s1-leaf2,System,VerifyNTP,Verifies if NTP is synchronised.,,PASS,
349,s1-leaf3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: s1-spine1 (IP: 192.0.255.1),PASS,
350,s1-leaf3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: s1-spine2 (IP: 192.0.255.2),PASS,
351,s1-leaf3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: s1-leaf4 (IP: 10.255.251.9),PASS,
352,s1-leaf3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: s1-spine1 (IP: 172.30.255.16),PASS,
353,s1-leaf3,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: s1-spine2 (IP: 172.30.255.18),PASS,
354,s1-leaf3,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet1 - Remote: s1-leaf4 Ethernet1,PASS,
355,s1-leaf3,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet2 - Remote: s1-spine1 Ethernet4,PASS,
356,s1-leaf3,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet3 - Remote: s1-spine2 Ethernet4,PASS,
357,s1-leaf3,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet6 - Remote: s1-leaf4 Ethernet6,PASS,
358,s1-leaf3,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.7) - Destination: s1-brdr1 Loopback0 (IP: 192.0.255.9),PASS,
359,s1-leaf3,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.7) - Destination: s1-brdr2 Loopback0 (IP: 192.0.255.10),PASS,
360,s1-leaf3,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.7) - Destination: s1-core1 Loopback0 (IP: 192.168.250.1),PASS,
361,s1-leaf3,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.7) - Destination: s1-core2 Loopback0 (IP: 192.168.250.2),PASS,
362,s1-leaf3,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.7) - Destination: s1-leaf1 Loopback0 (IP: 192.0.255.5),PASS,
363,s1-leaf3,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.7) - Destination: s1-leaf2 Loopback0 (IP: 192.0.255.6),PASS,
364,s1-leaf3,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.7) - Destination: s1-leaf3 Loopback0 (IP: 192.0.255.7),PASS,
365,s1-leaf3,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.7) - Destination: s1-leaf4 Loopback0 (IP: 192.0.255.8),PASS,
366,s1-leaf3,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.7) - Destination: s1-spine1 Loopback0 (IP: 192.0.255.1),PASS,
367,s1-leaf3,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.7) - Destination: s1-spine2 Loopback0 (IP: 192.0.255.2),PASS,
368,s1-leaf3,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.7) - Destination: s2-brdr1 Loopback0 (IP: 192.2.255.9),PASS,
369,s1-leaf3,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.7) - Destination: s2-brdr2 Loopback0 (IP: 192.2.255.10),PASS,
370,s1-leaf3,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.7) - Destination: s2-core1 Loopback0 (IP: 192.168.250.3),PASS,
371,s1-leaf3,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.7) - Destination: s2-core2 Loopback0 (IP: 192.168.250.4),PASS,
372,s1-leaf3,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.7) - Destination: s2-leaf1 Loopback0 (IP: 192.2.255.5),PASS,
373,s1-leaf3,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.7) - Destination: s2-leaf2 Loopback0 (IP: 192.2.255.6),PASS,
374,s1-leaf3,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.7) - Destination: s2-leaf3 Loopback0 (IP: 192.2.255.7),PASS,
375,s1-leaf3,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.7) - Destination: s2-leaf4 Loopback0 (IP: 192.2.255.8),PASS,
376,s1-leaf3,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.7) - Destination: s2-spine1 Loopback0 (IP: 192.2.255.1),PASS,
377,s1-leaf3,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.7) - Destination: s2-spine2 Loopback0 (IP: 192.2.255.2),PASS,
378,s1-leaf3,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet2 (IP: 172.30.255.17) - Destination: s1-spine1 Ethernet4 (IP: 172.30.255.16),PASS,
379,s1-leaf3,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet3 (IP: 172.30.255.19) - Destination: s1-spine2 Ethernet4 (IP: 172.30.255.18),PASS,
380,s1-leaf3,Hardware,VerifyEnvironmentCooling,Verifies the status of power supply fans and all fan trays.,Accepted States: 'ok',SKIPPED,VerifyEnvironmentCooling test is not supported on cEOSLab.
381,s1-leaf3,Hardware,VerifyEnvironmentPower,Verifies the power supplies status.,Accepted States: 'ok',SKIPPED,VerifyEnvironmentPower test is not supported on cEOSLab.
382,s1-leaf3,Hardware,VerifyTemperature,Verifies the device temperature.,,SKIPPED,VerifyTemperature test is not supported on cEOSLab.
383,s1-leaf3,Hardware,VerifyTransceiversManufacturers,Verifies if all transceivers come from approved manufacturers.,"Accepted Manufacturers: 'Arista Networks', 'Arastra, Inc.', 'Not Present'",SKIPPED,VerifyTransceiversManufacturers test is not supported on cEOSLab.
384,s1-leaf3,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet1 - MLAG_PEER_s1-leaf4_Ethernet1 = 'up',PASS,
385,s1-leaf3,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet2 - P2P_LINK_TO_S1-SPINE1_Ethernet4 = 'up',PASS,
386,s1-leaf3,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet3 - P2P_LINK_TO_S1-SPINE2_Ethernet4 = 'up',PASS,
387,s1-leaf3,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet4 - s1-host2_NIC1 = 'up',PASS,
388,s1-leaf3,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet6 - MLAG_PEER_s1-leaf4_Ethernet6 = 'up',PASS,
389,s1-leaf3,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback0 - EVPN_Overlay_Peering = 'up',PASS,
390,s1-leaf3,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback1 - VTEP_VXLAN_Tunnel_Source = 'up',PASS,
391,s1-leaf3,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback100 - bluevrf_VTEP_DIAGNOSTICS = 'up',PASS,
392,s1-leaf3,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Port-Channel1 - MLAG_PEER_s1-leaf4_Po1 = 'up',PASS,
393,s1-leaf3,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Port-Channel4 - s1-host2_PortChannel = 'up',FAIL,The following interface(s) are not in the expected state: ['Port-Channel4 is down/lowerLayerDown']
394,s1-leaf3,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan110 - bluevrf_OP_Zone_1 = 'up',PASS,
395,s1-leaf3,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan3009 - MLAG_PEER_L3_iBGP: vrf bluevrf = 'up',PASS,
396,s1-leaf3,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan4093 - MLAG_PEER_L3_PEERING = 'up',PASS,
397,s1-leaf3,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan4094 - MLAG_PEER = 'up',PASS,
398,s1-leaf3,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vxlan1 = 'up',PASS,
399,s1-leaf3,MLAG,VerifyMlagStatus,Verifies the health status of the MLAG configuration.,,PASS,
400,s1-leaf3,Routing,VerifyRoutingProtocolModel,Verifies the configured routing protocol model.,Routing protocol model: multi-agent,PASS,
401,s1-leaf3,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.5 - Peer: s1-leaf1,PASS,
402,s1-leaf3,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.7 - Peer: s1-leaf3,PASS,
403,s1-leaf3,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.9 - Peer: s1-brdr1,PASS,
404,s1-leaf3,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.1 - Peer: s1-spine1,PASS,
405,s1-leaf3,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.10 - Peer: s1-brdr2,PASS,
406,s1-leaf3,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.2 - Peer: s1-spine2,PASS,
407,s1-leaf3,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.5 - Peer: s1-leaf1,PASS,
408,s1-leaf3,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.6 - Peer: s1-leaf2,PASS,
409,s1-leaf3,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.7 - Peer: s1-leaf3,PASS,
410,s1-leaf3,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.8 - Peer: s1-leaf4,PASS,
411,s1-leaf3,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.9 - Peer: s1-brdr1,PASS,
412,s1-leaf3,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.1 - Peer: s1-core1,PASS,
413,s1-leaf3,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.2 - Peer: s1-core2,PASS,
414,s1-leaf3,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.3 - Peer: s2-core1,PASS,
415,s1-leaf3,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.4 - Peer: s2-core2,PASS,
416,s1-leaf3,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.5 - Peer: s2-leaf1,PASS,
417,s1-leaf3,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.7 - Peer: s2-leaf3,PASS,
418,s1-leaf3,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.9 - Peer: s2-brdr1,PASS,
419,s1-leaf3,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.1 - Peer: s2-spine1,PASS,
420,s1-leaf3,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.10 - Peer: s2-brdr2,PASS,
421,s1-leaf3,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.2 - Peer: s2-spine2,PASS,
422,s1-leaf3,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.5 - Peer: s2-leaf1,PASS,
423,s1-leaf3,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.6 - Peer: s2-leaf2,PASS,
424,s1-leaf3,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.7 - Peer: s2-leaf3,PASS,
425,s1-leaf3,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.8 - Peer: s2-leaf4,PASS,
426,s1-leaf3,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.9 - Peer: s2-brdr1,PASS,
427,s1-leaf3,System,VerifyNTP,Verifies if NTP is synchronised.,,PASS,
428,s1-leaf4,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: s1-spine1 (IP: 192.0.255.1),PASS,
429,s1-leaf4,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: s1-spine2 (IP: 192.0.255.2),PASS,
430,s1-leaf4,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: s1-leaf3 (IP: 10.255.251.8),PASS,
431,s1-leaf4,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: s1-spine1 (IP: 172.30.255.20),PASS,
432,s1-leaf4,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: s1-spine2 (IP: 172.30.255.22),PASS,
433,s1-leaf4,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet1 - Remote: s1-leaf3 Ethernet1,PASS,
434,s1-leaf4,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet2 - Remote: s1-spine1 Ethernet5,PASS,
435,s1-leaf4,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet3 - Remote: s1-spine2 Ethernet5,PASS,
436,s1-leaf4,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet6 - Remote: s1-leaf3 Ethernet6,PASS,
437,s1-leaf4,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.8) - Destination: s1-brdr1 Loopback0 (IP: 192.0.255.9),PASS,
